	ID	Titel	Autor	Reclam_Balladen	Strophen	Verse	Anthologie	Jahr	Hrsg	Epoche	Autor_clean	Publikationsjahr_Schätzung	Publikationsjahr
5372	l0090086	Morgenduft	Dauthendey, Max [alt. Dauthendey, Maxim;  Dauthendey, Maximilian]	unkown	2	4	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Dauthendey, Max	1911	0
5373	l0090087	Rosen	Dauthendey, Max [alt. Dauthendey, Maxim;  Dauthendey, Maximilian]	unkown	3	2	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Dauthendey, Max	1911	0
5374	l0090088	Das Herz	Falke, Gustav	unkown	5	8	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Falke, Gustav	1888	0
5375	l0090089	Das Gartenfest	Falke, Gustav	unkown	4	4	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Falke, Gustav	1888	0
5376	l0090090	Der Citronenbaum	Falke, Gustav	unkown	3	4	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Falke, Gustav	1888	0
5377	l0090091	Unrast	Falke, Gustav	unkown	4	4	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Falke, Gustav	1888	0
5378	l0090092	Confirmandinnen	Falke, Gustav	unkown	4	16	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Falke, Gustav	1888	0
5379	l0090093	Empfehlung	Dörmann, Felix	unkown	4	2	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Dörmann, Felix	1888	0
5380	l0090094	Aus alter Gewohnheit	Dörmann, Felix	unkown	3	4	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Dörmann, Felix	1888	0
5381	l0090095	Letzte Laune	Dörmann, Felix	unkown	3	6	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Dörmann, Felix	1888	0
5382	l0090096	Aut - aut	March, Ottokar Stauff von der	unkown	1	2	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	March, Ottokar Stauff von der	1888	0
5383	l0090097	Epitaph auf Königsgräber	March, Ottokar Stauff von der	unkown	1	2	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	March, Ottokar Stauff von der	1888	0
5384	l0090098	Halbwelt und Ganzwelt	March, Ottokar Stauff von der	unkown	1	2	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	March, Ottokar Stauff von der	1888	0
5385	l0090099	Georges Ohnet	March, Ottokar Stauff von der	unkown	1	2	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	March, Ottokar Stauff von der	1888	0
5386	l0090100	Erkenntnis	March, Ottokar Stauff von der	unkown	1	4	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	March, Ottokar Stauff von der	1888	0
5387	l0090101	Logik	Petri, Julius	unkown	1	4	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Petri, Julius	1888	0
5388	l0090102	Weltfern	Hoffmann, Max	unkown	10	6	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Hoffmann, Max	1893	0
5389	l0090103	Uhs Hannjärg	Fischer, H.	unkown	8	9	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Fischer, H.	1893	0
5390	l0090104	Aus Stecchetti's „Postuma“	Bleibtreu, Carl [alt. Bleibtreu, Karl]	unkown	9	8	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Bleibtreu, Carl	1894	0
5391	l0090105	Nachtvogel	Korn, Carl	unkown	4	4	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Korn, Carl	1894	0
5392	l0090106	Sommerglücksmusik	Bierbaum, Otto Julius	unkown	9	3	Moderner Musen-Almanach, herausgegeben von Otto Julius Bierbaum. Ein Sammelbuch deutscher Kunst. München 1894.	1894	Bierbaum, Otto Julius	Moderne	Bierbaum, Otto Julius	1900	0
5393	l00270001	Alarich auf der Akropolis	Rumpelt, Anselm [Pseud. Aar, Alexis]	unkown	8	2	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Rumpelt, Anselm	1888	0
5394	l00270002	Semiramis	Rumpelt, Anselm [Pseud. Aar, Alexis]	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Rumpelt, Anselm	1888	0
5395	l00270003	Sirenenlied	Rumpelt, Anselm [Pseud. Aar, Alexis]	unkown	3	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Rumpelt, Anselm	1888	0
5396	l00270004	Bestimmung	Rumpelt, Anselm [Pseud. Aar, Alexis]	unkown	6	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Rumpelt, Anselm	1888	0
5397	l00270005	Der Pilger	Rumpelt, Anselm [Pseud. Aar, Alexis]	unkown	8	2	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Rumpelt, Anselm	1888	0
5398	l00270006	Herbstlied	Rumpelt, Anselm [Pseud. Aar, Alexis]	unkown	3	6	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Rumpelt, Anselm	1888	0
5399	l00270007	Wilder Ritt	Rumpelt, Anselm [Pseud. Aar, Alexis]	unkown	2	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Rumpelt, Anselm	1888	0
5400	l00270008	St. Cloud	Albrecht, Engelbert	unkown	1	43	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Albrecht, Engelbert	1888	0
5401	l00270009	In der Kirche	Albrecht, Engelbert	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Albrecht, Engelbert	1888	0
5402	l00270010	Wenn eine Blume still verblüht	Albrecht, Engelbert	unkown	2	7	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Albrecht, Engelbert	1888	0
5403	l00270011	Am Strande	Allmers, Hermann	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Allmers, Hermann	1856	0
5404	l00270012	Haidenacht	Allmers, Hermann	unkown	2	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Allmers, Hermann	1856	0
5405	l00270013	Feldeinsamkeit	Allmers, Hermann	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Allmers, Hermann	1856	0
5406	l00270014	Im Colosseum	Allmers, Hermann	unkown	6	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Allmers, Hermann	1856	0
5407	l00270015	Dahin	Allmers, Hermann	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Allmers, Hermann	1856	0
5408	l00270016	Ein Mutterherz	Allmers, Hermann	unkown	14	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Allmers, Hermann	1856	0
5409	l00270017	An mein altes Plaid	Allmers, Hermann	unkown	17	2	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Allmers, Hermann	1856	0
5410	l00270018	Volksweise	Anzengruber, Ludwig	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Anzengruber, Ludwig	1874	0
5411	l00270019	Des Deutschen Vaterland	Arndt, Ernst Moritz	unkown	9	6	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Arndt, Ernst Moritz	1804	0
5412	l00270020	Vaterlandslied	Arndt, Ernst Moritz	unkown	5	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Arndt, Ernst Moritz	1804	0
5413	l00270021	In tiefer Ruhe	Adlersfeld-Ballestrem, Anna Eufemia Carolina Gräfin von [alt. Ballestrem, Eufemia Gräfin]	unkown	3	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Adlersfeld-Ballestrem, Anna Eufemia Carolina Gräfin von	1804	0
5414	l00270022	Schwanenlied	Adlersfeld-Ballestrem, Anna Eufemia Carolina Gräfin von [alt. Ballestrem, Eufemia Gräfin]	unkown	2	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Adlersfeld-Ballestrem, Anna Eufemia Carolina Gräfin von	1804	0
5415	l00270023	Kosmopolitisch	Barthel, Emil [alt. Barthel, G. Emil]	unkown	1	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Barthel, Emil	1804	0
5416	l00270024	Den Sorgenvollen	Barthel, Emil [alt. Barthel, G. Emil]	unkown	1	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Barthel, Emil	1804	0
5417	l00270025	Otaheiti	Bauer, Moritz	unkown	19	12	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bauer, Moritz	0	0
5418	l00270026	Elisabeths Rosen	Bechstein, Ludwig	unkown	6	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bechstein, Ludwig	1836	0
5419	l00270027	Ruine	Bechstein, Ludwig	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bechstein, Ludwig	1836	0
5420	l00270028	Knecht und Magd	Beck, Karl	unkown	11	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Beck, Karl	1852	0
5421	l00270029	1. Der Tag beginnt und wieder mußt du wandern	Beck, Karl	unkown	1	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Beck, Karl	1852	0
5422	l00270030	2. Willst du nach Brod in fremde Thäler ziehen?	Beck, Karl	unkown	1	22	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Beck, Karl	1852	0
5423	l00270031	Heimweh	Beck, Karl	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Beck, Karl	1852	0
5424	l00270032	Nun erst erfüllt sich wunderbar —	Beck, Karl	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Beck, Karl	1852	0
5425	l00270033	Nicht hoch und herrlich!	Beck, Karl	unkown	4	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Beck, Karl	1852	0
5426	l00270034	Getrost	Beck, Karl	unkown	2	6	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Beck, Karl	1852	0
5427	l00270035	Warum	Bern, Maximilian	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bern, Maximilian	1884	0
5428	l00270036	Auswanderer	Bern, Maximilian	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bern, Maximilian	1884	0
5429	l00270037	Was mich zu dir so mächtig zog —	Bern, Maximilian	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bern, Maximilian	1884	0
5430	l00270038	Dein Begräbniß	Bern, Maximilian	unkown	6	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bern, Maximilian	1884	0
5431	l00270039	Auf dem Friedhof	Blanckarts, Moritz	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blanckarts, Moritz	1884	0
5432	l00270040	Die alten Lieder	Blanckarts, Moritz	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blanckarts, Moritz	1884	0
5433	l00270041	Das Heidelberger Schloß	Blanckarts, Moritz	unkown	7	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blanckarts, Moritz	1884	0
5434	l00270042	Die rothe Rose	Blanckarts, Moritz	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blanckarts, Moritz	1884	0
5435	l00270043	Mutter und Kind	Blanckarts, Moritz	unkown	6	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blanckarts, Moritz	1884	0
5436	l00270044	Die Wittwe	Blanckarts, Moritz	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blanckarts, Moritz	1884	0
5437	l00270045	Gruß in die Ferne	Blumenthal, Oscar	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blumenthal, Oscar	1887	0
5438	l00270046	Beim ersten Schritt	Blumenthal, Oscar	unkown	1	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blumenthal, Oscar	1887	0
5439	l00270047	Schwere Worte	Blumenthal, Oscar	unkown	1	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blumenthal, Oscar	1887	0
5440	l00270048	Die Arbeit	Blumenthal, Oscar	unkown	1	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blumenthal, Oscar	1887	0
5441	l00270049	Zur Physiognomik	Blumenthal, Oscar	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blumenthal, Oscar	1887	0
5442	l00270050	Frag mich nicht um mein Geheimniß —	Blüthgen, Victor	unkown	2	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blüthgen, Victor	1879	0
5443	l00270051	Ach wer doch das könnte	Blüthgen, Victor	unkown	3	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blüthgen, Victor	1879	0
5444	l00270052	Schneckenlied	Blüthgen, Victor	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Blüthgen, Victor	1879	0
5445	l00270053	Mir träumte einst ein schöner Traum —	Bodenstedt, Friedrich	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bodenstedt, Friedrich	1854	0
5446	l00270054	Nicht mit Engeln im blauen Himmelszelt	Bodenstedt, Friedrich	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bodenstedt, Friedrich	1854	0
5447	l00270055	Was ist der Wuchs der Pinie, das Auge der Gazelle	Bodenstedt, Friedrich	unkown	1	12	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bodenstedt, Friedrich	1854	0
5448	l00270056	Vergebens wird die rohe Hand	Bodenstedt, Friedrich	unkown	1	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bodenstedt, Friedrich	1854	0
5449	l00270057	Schein und Wesen	Bodenstedt, Friedrich	unkown	6	2	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bodenstedt, Friedrich	1854	0
5450	l00270058	Vom Bergsee	Bodenstedt, Friedrich	unkown	6	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bodenstedt, Friedrich	1854	0
5451	l00270059	Nach dem Gewitter	Bodenstedt, Friedrich	unkown	4	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bodenstedt, Friedrich	1854	0
5452	l00270060	Die Glocken läuten —	Böttger, Adolf	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Böttger, Adolf	1854	0
5453	l00270061	Nach Jahren!	Böttger, Adolf	unkown	8	2	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Böttger, Adolf	1854	0
5454	l00270062	Traumgesicht	Bormann, Edwin	unkown	11	6	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bormann, Edwin	1886	0
5455	l00270063	Der Senn	Bornhauser, Thomas	unkown	6	6	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bornhauser, Thomas	1834	0
5456	l00270064	1. Ihr alten Bäume im Kirchhofraum	Bosse, Heinrich	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bosse, Heinrich	1883	0
5457	l00270065	2. Maienglöckchen, Maienglöckchen	Bosse, Heinrich	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bosse, Heinrich	1883	0
5458	l00270066	Im Walde	Bowitsch, Ludwig	unkown	4	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bowitsch, Ludwig	1853	0
5459	l00270067	Das Marienbild in der Waldkapelle	Bowitsch, Ludwig	unkown	8	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bowitsch, Ludwig	1853	0
5460	l00270068	Im Gebirge	Meyer, August Ferdinand [Pseud. Brunold, F.]	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Meyer, August Ferdinand	1846	0
5461	l00270069	Ein schwerer Zug	Meyer, August Ferdinand [Pseud. Brunold, F.]	unkown	9	5	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Meyer, August Ferdinand	1846	0
5462	l00270070	Ein tiefer Schmerz	Meyer, August Ferdinand [Pseud. Brunold, F.]	unkown	7	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Meyer, August Ferdinand	1846	0
5463	l00270071	Die wilde Jagd	Bube, Adolf	unkown	7	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bube, Adolf	1837	0
5464	l00270072	Mondnacht im Gebirge	Bube, Adolf	unkown	7	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bube, Adolf	1837	0
5465	l00270073	Auf einer Wanderung im Norden	Bube, Adolf	unkown	6	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bube, Adolf	1837	0
5466	l00270074	In einer Sternennacht	Bube, Adolf	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Bube, Adolf	1837	0
5467	l00270075	In dir das Glück! nimm was als Glück mag gelten	Cerri, Cajetan	unkown	1	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Cerri, Cajetan	1861	0
5468	l00270076	In den Stürmen dieser Zeit	Cerri, Cajetan	unkown	1	9	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Cerri, Cajetan	1861	0
5469	l00270077	Und ob dein guter Engel noch so ferne	Cerri, Cajetan	unkown	1	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Cerri, Cajetan	1861	0
5470	l00270078	So lange wir vertrauen	Cerri, Cajetan	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Cerri, Cajetan	1861	0
5471	l00270079	Heut' traurig, morgen munter	Cerri, Cajetan	unkown	1	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Cerri, Cajetan	1861	0
5472	l00270080	Die Kunstreiterin	Friderik, Christine [Pseud. Christen, Ada]	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5473	l00270081	Haltlos	Friderik, Christine [Pseud. Christen, Ada]	unkown	1	17	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5474	l00270082	Ein Balg	Friderik, Christine [Pseud. Christen, Ada]	unkown	5	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5475	l00270083	Auf dem alten jüdischen Friedhof	Friderik, Christine [Pseud. Christen, Ada]	unkown	4	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5476	l00270084	Wißt es!	Friderik, Christine [Pseud. Christen, Ada]	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5477	l00270085	Gemeinsam	Friderik, Christine [Pseud. Christen, Ada]	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5478	l00270086	Christbaum	Friderik, Christine [Pseud. Christen, Ada]	unkown	1	12	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5479	l00270087	Daß schon die Maienzeit vorüber	Friderik, Christine [Pseud. Christen, Ada]	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5480	l00270088	Du weißt es nicht was ich getragen	Friderik, Christine [Pseud. Christen, Ada]	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5481	l00270089	Was liegt in deinen tiefen Augen?	Friderik, Christine [Pseud. Christen, Ada]	unkown	4	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5482	l00270090	Und kannst du Alles auch vergessen	Friderik, Christine [Pseud. Christen, Ada]	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5483	l00270091	Maryna	Friderik, Christine [Pseud. Christen, Ada]	unkown	2	6	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Friderik, Christine	1861	0
5484	l00270092	Mondnacht	Claar, Emil	unkown	1	60	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Claar, Emil	1877	0
5485	l00270093	Von deinem Leben	Claar, Emil	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Claar, Emil	1877	0
5486	l00270094	Verarmung	Claar, Emil	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Claar, Emil	1877	0
5487	l00270095	Im Vorübergehn	Claar, Emil	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Claar, Emil	1877	0
5488	l00270096	Bleibende Stätte	Claar, Emil	unkown	1	12	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Claar, Emil	1877	0
5489	l00270097	Wiedersehen	Claar, Emil	unkown	4	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Claar, Emil	1877	0
5490	l00270098	Ich schreite heim	Claar, Emil	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Claar, Emil	1877	0
5491	l00270099	Herz und Welt	Wurzbach, Constantin von [Pseud. Constant, W.]	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Wurzbach, Constantin von	1853	0
5492	l00270100	Kennst du, Mädchen, wol die Sage —	Wurzbach, Constantin von [Pseud. Constant, W.]	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Wurzbach, Constantin von	1853	0
5493	l00270101	Über den Wolken und über dem Wind!	Dahn, Felix	unkown	3	5	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Dahn, Felix	1869	0
5494	l00270102	Du bist die Herrlichste von Allen	Dahn, Felix	unkown	2	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Dahn, Felix	1869	0
5495	l00270103	Komm, falsche Dirne!	Daumer, Georg Friedrich [alt. Daumer, Friedrich]	unkown	3	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Daumer, Georg Friedrich	1835	0
5496	l00270104	Der Wagen fuhr durch die düstere Nacht	Davidsohn, Robert	unkown	6	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Davidsohn, Robert	1888	0
5497	l00270105	Die Verlassene	Davidsohn, Robert	unkown	6	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Davidsohn, Robert	1888	0
5498	l00270106	Die Meereskönigin	Davidsohn, Robert	unkown	37	2	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Davidsohn, Robert	1888	0
5499	l00270107	1. Hier auf der Kanone will ich ruhn	Dingelstedt, Franz von [alt. Dingelstedt, Franz]	unkown	13	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Dingelstedt, Franz von	1849	0
5500	l00270108	2. Guten Abend, Mutter Marie!	Dingelstedt, Franz von [alt. Dingelstedt, Franz]	unkown	6	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Dingelstedt, Franz von	1849	0
5501	l00270109	Auf einem Kirchhof in der Fremde	Dingelstedt, Franz von [alt. Dingelstedt, Franz]	unkown	6	4	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Dingelstedt, Franz von	1849	0
5502	l00270110	Winterahnung	Dingelstedt, Franz von [alt. Dingelstedt, Franz]	unkown	3	5	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Dingelstedt, Franz von	1849	0
5503	l00270111	Unter Platens Büste	Dingelstedt, Franz von [alt. Dingelstedt, Franz]	unkown	4	3	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Dingelstedt, Franz von	1849	0
5504	l00270112	Dreimaliges Wiedersehen	Dössekel, Eduard [alt. Dößekel, Eduard]	unkown	4	8	Deutsche Lyrik seit Goethe's Tode	1878	Bern, Maximilian	Realismus	Dössekel, Eduard	1845	0
